username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
InStyle,14934818,2017-05-24 05:32:54,5 physical signs you're way too stressed and need to take a breather https://t.co/D9yVxdufcL,22,None,4542732,2759,0.0,0.14285714285714285
Mac,23065354,2017-05-19 22:36:37,I just passed my drivers test. Feeling very 16. Stressed out about the SATs.,10499,None,6475337,1215,0.2,0.3
Entrepreneur,19407053,2017-05-24 19:45:07,#TipoftheDay: Feeling stressed out and overwhelmed? @letgotogrow has a suggestion that can move you forward. https://t.co/OkJpHh2VDV,34,TipoftheDay,3044061,1442,0.0,0.0
UN News Centre,104277809,2017-05-24 17:52:22,.@WHO Director-General-elect Mr. Tedros stressed the need to provide health care for all and to implement internati... https://t.co/lrtzG6NLIB,22,None,268636,688,0.0,0.0
Laurence Tribe,4091551984,2017-05-16 02:26:19,".@RepAlGreen rightly stressed on @allinwithchris that impeachment is like indictment, not conviction, which demands... https://t.co/Am2T7P1yk7",276,None,132751,1085,0.2857142857142857,0.5357142857142857
The Notebook,233430873,2017-05-19 03:17:01,"Care less, and you won't be so stressed.",625,None,5767369,176,-0.16666666666666666,0.06666666666666667
Monica Alba,71584155,2017-05-18 11:44:39,"White House officials stressed yesterday that the president had a ""measured"" response to Mueller news. 12 hours lat... https://t.co/TvUVPhNLBy",373,None,22921,2110,0.0,0.0
Aseefa B Zardari,130159846,2017-05-18 08:42:26,CM #Sindh has personally been monitoring #polio situation and stressed the importance of reaching &amp; vaccinating every child to protect them,360,Sindh,1201979,718,0.0,0.3
AcneSkinSite,143014330,2017-05-17 01:45:07,"Pamper yourself. If you're feeling stressed, your skin is going to show it. Treat yourself and your skin to a home made spa day.",495,None,835627,6,0.0,0.0
Rachel Ballinger,468957900,2017-05-18 21:13:20,"Feeling stressed? SQUISH IT OUT! Watch my DIY stress ball video... Guys, they were awesome to make https://t.co/OpYmqa1Ka9",121,None,424648,4802,1.0,1.0
Mark Medina,19319374,2017-05-17 01:10:05,"On using No. 2 pick to draft player or trading it, Magic Johnson and Rob Pelinka stressed importance of keeping long term future in mind",94,None,42286,1425,0.15,0.5083333333333333
KOENA MITRA,154916905,2017-05-19 15:08:09,"#AmiKkr 
Ami confused.
Ami Stressed. 
Ami Speechless. 
Ami worried. 
Do something #Kkr 
@iamsrk Tomar luck Ektu diye Dao Kkr ke",129,AmiKkr,547749,9,-0.4,0.7
Funny Or Die,15693493,2017-05-16 22:00:36,"Stressed out trying to keep up with Trump, Comey, Russia leaks, etc? Try this new meditation on for size. https://t.co/WPisvtclM7",141,None,14203725,5683,0.13636363636363635,0.45454545454545453
Mikki Kendall,100136358,2017-05-18 11:31:17,I was getting stressed out by the order of succession then names of people implicated started to leak &amp; well...will there be a GOP left?,67,None,74624,1033,-0.2,0.25
BRANDON WARDELL,58323389,2017-05-18 21:20:31,"r u guys going 2 that dorm party later? dam. my social studies class has me stressed out, brother. i cant wait 2 underage drink tonight hehe",137,None,169766,1040,0.016666666666666666,0.03333333333333333
Becca Tilley,31047270,2017-05-18 04:15:23,I am NERVOUS for the Grey's finale tomorrow!Just watched last weeks episode &amp; feeling STRESSED. What would I tweet about without this show?,118,None,221363,282,-0.025,0.08333333333333334
Sopan Deb,48120914,2017-05-16 02:02:50,I could be in a hostage situation and I wouldn't be more stressed than I am right now.,76,None,166149,4649,0.39285714285714285,0.5178571428571428
Brad Williams,18723984,2017-05-19 03:40:18,News got you stressed out? Here's a dwarf jumping into a ball pit https://t.co/3B1JxFXdbz,107,None,65608,284,0.0,0.0
Tay Jardine,17693277,2017-05-19 13:54:44,Why is it that seeing all these anti stress fidget toys make me stressed out?????,111,None,164637,332,0.0,0.0
