username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Senator Tim Kaine,172858784,5/17/2017 14:00,"In this stress test of our American democracy, I predict the institutions will prove stronger than any individual. https://t.co/6bPdsqbcMS",399,None,544577,746,0,0.2
What The F*** Facts,352145373,5/17/2017 2:19,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,344,None,5857486,523,0.1,0.4
Lana Parrilla,129400817,5/17/2017 16:30,Found my favorite @GenexaHealth sleep and stress products at @cvspharmacy today! #herestoyourhealth... https://t.co/cr3jcZrVWU,291,herestoyourhealth,753646,721,0.625,1
Colby,2488576712,5/16/2017 16:03,"Meet new people. Start putting yourself out there, and move on. Don't stress over it, you stopped being friends for... https://t.co/Ku6eVGQPWR",329,None,111059,84,0.136363636,0.454545455
AcneSkinSite,143014330,5/16/2017 10:45,"By going to bed a little earlier and fighting stress with exercise, you'll begin to see an improvement in your complexion.",421,None,834118,6,-0.09375,0.5
The Economist,5988062,5/16/2017 2:28,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/UG0mDvyzN7",413,None,20651240,159,0.16,0.54
Swami Paramtej,219316125,5/17/2017 2:29,Concepcion Del Uruguay(Argentina)declares #Aol programs of city interest to help people reduce Violence/Stress &amp; in... https://t.co/UjIJVSfGc0,94,Aol,25329,137,0,0
Jasper Stuyven,95913848,5/16/2017 15:16,No stress for me on the TT day so had time for some fun with @KimTiebergyn and @tdwsport. #JaspergoesItaly #Giro100... https://t.co/DhxYCnrZKk,88,JaspergoesItaly,17088,352,0.3,0.2
New Scientist,19658826,5/17/2017 6:06,"""No one becomes smarter under stress.The question really is who gets dumb faster."" https://t.co/734yXWqksF https://t.co/C0gzdzbFK7",135,None,2823125,74,-0.0875,0.35
Slate,15164565,5/17/2017 1:05,Donald Trump is a stress test for democracy and we are failing: https://t.co/5ikukYop0I https://t.co/HWHVMtlzyH,99,None,1735291,594,0,0
Slate,15164565,5/16/2017 20:32,Donald Trump is a stress test for democracy and we are failing: https://t.co/xdnsrA1khv https://t.co/EmHaKciZv0,105,None,1735291,594,0,0
loren gray,1268086088,5/17/2017 17:08,DONT STRESS you're going to do great :)) it's tough but U CAN DOOO IIITTT https://t.co/4YSXf3e4oQ,127,None,502791,2698,0.303703704,0.861111111
Maris Kreizman,102807848,5/17/2017 0:18,"""So, puppy, what do you want to do with our girls' night in? 
Drink some vodka and stress refresh Twitter?
I was hoping you'd say that!""",109,None,20281,2239,0,0
ANDREW W.K.,42744294,5/17/2017 15:01,PARTY TIP: Melt some cheese and you'll melt your stress.,115,None,332430,78168,0,0
Paula White-Cain,27768807,5/17/2017 13:01,Don't let stress &amp; worry consume your day!! #PraiseGod #Worship your way through it!!,119,PraiseGod,519037,33315,0,0
💔,167484753,5/15/2017 18:53,woke up stress free and blessed.,1167,None,430372,56,0.4,0.8
The Economist,5988062,5/15/2017 18:36,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/JHdwF4PVfL",478,None,20651240,159,0.16,0.54
9GAG,16548023,5/10/2017 12:00,Stress is caused by giving a f*ck...,7392,None,9522871,10,0,0
Corey Scherer,67060838,5/15/2017 22:05,I stress everyday over which picture I'm gonna post on Instagram,117,None,61174,2801,-0.2,0.6
Mother Jones,18510860,5/16/2017 1:30,Trump is making us all fat https://t.co/xfHPdunx3X https://t.co/L5qE16hN7C,24,None,695282,0,0,0
Forbes,91478624,5/15/2017 19:15,"How to use mindfulness to fix your brain, reduce stress and boost performance https://t.co/GUreNS9Ckn https://t.co/MrZNDxnnyi",130,None,12712520,5542,0,0
Kevin Beaumont,19767495,5/15/2017 21:47,I cannot stress this enough. If you're just messing around - on a serious note - this could well go very wrong for... https://t.co/eO72vEP4Md,54,None,16278,797,-0.327777778,0.722222222
JAY VERSACE,2922268330,5/10/2017 1:48,I'm stressing out and ppl keep putting more stress on me,1718,None,469757,27578,0.5,0.5
A-Tron : TheKingOfLA,25866873,5/10/2017 1:40,"Too young for unecassary stress, I gotta live",1110,None,65700,9962,0.118181818,0.45
The Onion,14075928,5/10/2017 19:22,Constitution Rapidly Ages Another 100 Years From Stress Of Repeated Crises https://t.co/XBZzouCBax https://t.co/UbUZHlNgXT,1137,None,9906444,16,0,0
UberFacts,95023423,5/13/2017 18:17,Some people can wake up at the right time just by anticipating it--their bodies start producing stress hormones one hour before waking.,624,None,13487494,1,0.285714286,0.535714286
David Sirota,14855994,5/14/2017 19:47,The richest country in human history is making deliberate choices to keep its population under this form of stress https://t.co/9cVeeqxakH,680,None,80344,1918,0,0.1
Soulja Boy (Draco),16827333,5/12/2017 18:56,"Don't cry over the past, it's gone. Don't stress about the future, it hasn't arrived. Live in the present and make it count.",631,None,5208666,308,-0.028409091,0.21875
queen quen,1587217921,5/10/2017 0:10,Waking up from my stress induced coma to the aroma of the food that my parents don't cook https://t.co/npny2OxFHu,899,None,145150,273,-0.1,0
queen quen,1587217921,5/8/2017 23:54,I need to get out of my hometown before I disintegrate from stress and annoyance,1057,None,145150,273,0,0
The Independent,16973333,5/8/2017 14:08,Finland is giving each citizen a universal basic income and it is having an unexpected side effect https://t.co/KFXKuhy9wl,469,None,2213269,1125,0.033333333,0.375
Scott Santens,14297863,5/8/2017 15:10,"Finland's #basicincome experiment is already reducing stress levels for recipients https://t.co/c6c3d2RFQS

Further: https://t.co/8SqAY3bE9x",224,basicincome,57439,61050,0,0.5
Steve Inskeep,115710058,5/9/2017 2:09,"""It shows how the President reacts under stress. It's something you never want the enemy to know. And yet it's all... https://t.co/wLNcdo6t8J",270,None,179276,1950,0,0
Raw Story,16041234,5/9/2017 3:16,Naval War College prof explains how Trump's 'stress' tweets are a roadmap for America's enemies... https://t.co/SK0wMdfAD6,216,None,139831,3049,0,0
edutopia,35415477,5/9/2017 11:32,"A happy, healthy classroom starts with a happy, healthy teacher: https://t.co/uMMIbOyuzI. #edchat https://t.co/ZZ2QWcVogD",423,edchat,920200,69981,0.65,0.75
AcneSkinSite,143014330,5/9/2017 8:45,Add 3-4 drops of lavender oil to your bath. It not only smells great but help reduce stress. Stress Free = Acne Free!!!,203,None,834118,6,0.4953125,0.8375
Wale,17929027,5/8/2017 19:15,No they didn't . I never been more stress free in my life . I got the vibe .  https://t.co/2iZ9w8wsWI,284,None,5415523,2486,0.45,0.65
Marc Stein,48488561,5/8/2017 22:15,The Blazers just announced Allen Crabbe will undergo surgery this week to repair a stress reaction of the fifth metatarsal in his left foot,84,None,1127658,3463,0,0
Murray Newlands,21360280,5/8/2017 23:00,The greatest weapon against stress is the ability to choose one thought over the other. -- William James... https://t.co/tDaK2Z8UWD,72,None,1610065,1343891,0.4375,0.6875
Rutger Bregman,200514238,5/8/2017 15:50,Finland's basic income trial for unemployed already reducing stress levels https://t.co/G1hAUjaZWm https://t.co/oNi5O5CuXu,151,None,47761,475,0,0.125
Joseph Rowntree Fdn.,19834221,5/9/2017 12:42,"What's the relationship between #ukpoverty, stress and mental health? https://t.co/GXBE8gzQDH... https://t.co/Mr7kO2MKTt",77,ukpoverty,143245,73739,-0.1,0.2
The Voice,216444984,5/9/2017 20:02,#VoiceResults stress us out. https://t.co/Phc3GCc4OB,88,VoiceResults,4977552,9679,0,0
NSPCC,38292671,5/8/2017 17:28,"If your child is feeling stressed, #Childline has advice to help them cope: https://t.co/1N1qIWyMJA... https://t.co/neO7RowB1v",112,Childline,202802,3761,0,0
Natalie Bennett,16596200,5/9/2017 12:30,Early good (if unsurprising) news from Finland's universal basic income trial #ubi. A carer freed from worry https://t.co/0mTYqHqEuT,90,ubi,138348,82447,0.2,0.25625
Senator Tim Kaine,172858784,5/17/2017 14:00,"In this stress test of our American democracy, I predict the institutions will prove stronger than any individual. https://t.co/6bPdsqbcMS",446,None,544882,746,0,0.2
AcneSkinSite,143014330,5/18/2017 1:45,"Breakouts on your chin = hormonal stress. Make sure to drink plenty of water, get good sleep, and find time each day to unwind and relax.",435,None,834201,6,0.6,0.744444444
What The F*** Facts,352145373,5/17/2017 2:19,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,353,None,5857695,523,0.1,0.4
Lana Parrilla,129400817,5/17/2017 16:30,Found my favorite @GenexaHealth sleep and stress products at @cvspharmacy today! #herestoyourhealth... https://t.co/cr3jcZrVWU,323,herestoyourhealth,753703,721,0.625,1
What The F*** Facts,352145373,5/18/2017 2:40,Stress actually makes you fat.,289,None,5857695,523,0,0.1
Colby,2488576712,5/16/2017 16:03,"Meet new people. Start putting yourself out there, and move on. Don't stress over it, you stopped being friends for... https://t.co/Ku6eVGQPWR",332,None,111121,84,0.136363636,0.454545455
AcneSkinSite,143014330,5/16/2017 10:45,"By going to bed a little earlier and fighting stress with exercise, you'll begin to see an improvement in your complexion.",423,None,834201,6,-0.09375,0.5
Swami Paramtej,219316125,5/17/2017 2:29,Concepcion Del Uruguay(Argentina)declares #Aol programs of city interest to help people reduce Violence/Stress &amp; in... https://t.co/UjIJVSfGc0,102,Aol,25331,137,0,0
Jasper Stuyven,95913848,5/16/2017 15:16,No stress for me on the TT day so had time for some fun with @KimTiebergyn and @tdwsport. #JaspergoesItaly #Giro100... https://t.co/DhxYCnrZKk,90,JaspergoesItaly,17087,352,0.3,0.2
New Scientist,19658826,5/17/2017 6:06,"""No one becomes smarter under stress.The question really is who gets dumb faster."" https://t.co/734yXWqksF https://t.co/C0gzdzbFK7",135,None,2824274,74,-0.0875,0.35
Slate,15164565,5/17/2017 1:05,Donald Trump is a stress test for democracy and we are failing: https://t.co/5ikukYop0I https://t.co/HWHVMtlzyH,99,None,1735439,594,0,0
Slate,15164565,5/16/2017 20:32,Donald Trump is a stress test for democracy and we are failing: https://t.co/xdnsrA1khv https://t.co/EmHaKciZv0,105,None,1735439,594,0,0
loren gray,1268086088,5/17/2017 17:08,DONT STRESS you're going to do great :)) it's tough but U CAN DOOO IIITTT https://t.co/4YSXf3e4oQ,147,None,503009,2702,0.303703704,0.861111111
Maris Kreizman,102807848,5/17/2017 0:18,"""So, puppy, what do you want to do with our girls' night in? 
Drink some vodka and stress refresh Twitter?
I was hoping you'd say that!""",115,None,20288,2241,0,0
Paula White-Cain,27768807,5/17/2017 13:01,Don't let stress &amp; worry consume your day!! #PraiseGod #Worship your way through it!!,139,PraiseGod,519061,33329,0,0
Laura Kuenssberg,61183568,5/16/2017 8:48,"Labour sources stress plans for water nationalisation part of capital spend, so not part of today's costings",61,None,624272,1369,0,0
The Economist,5988062,5/16/2017 2:28,"33 countries face extremely high water stress by 2040, according to the World Resources Institute https://t.co/UG0mDvyzN7",413,None,20655528,159,0.16,0.54
9GAG,16548023,5/10/2017 12:00,Stress is caused by giving a f*ck...,7398,None,9524001,10,0,0
Men's Health Mag,25093616,5/16/2017 8:55,Surprise! Your smart phone addiction is ruining your life. https://t.co/RmfJtaEJKH https://t.co/KcQ2eSujtQ,29,None,4198655,1014,0.214285714,0.642857143
The Late Show,2835886194,5/16/2017 4:18,"Jane Krakowski: Now that I've put on my Trump 10, I've gotta work out a little bit. 

Colbert: I'm just stress-eati... https://t.co/vtXYZAGtdP",47,None,447559,362,-0.1875,0.5
JAY VERSACE,2922268330,5/10/2017 1:48,I'm stressing out and ppl keep putting more stress on me,1718,None,469795,27578,0.5,0.5
A-Tron : TheKingOfLA,25866873,5/10/2017 1:40,"Too young for unecassary stress, I gotta live",1111,None,65702,9998,0.118181818,0.45
The Onion,14075928,5/10/2017 19:22,Constitution Rapidly Ages Another 100 Years From Stress Of Repeated Crises https://t.co/XBZzouCBax https://t.co/UbUZHlNgXT,1137,None,9907546,16,0,0
💔,167484753,5/15/2017 18:53,woke up stress free and blessed.,1173,None,430399,56,0.4,0.8
UberFacts,95023423,5/13/2017 18:17,Some people can wake up at the right time just by anticipating it--their bodies start producing stress hormones one hour before waking.,626,None,13487634,1,0.285714286,0.535714286
David Sirota,14855994,5/14/2017 19:47,The richest country in human history is making deliberate choices to keep its population under this form of stress https://t.co/9cVeeqxakH,682,None,80350,1919,0,0.1
Soulja Boy (Draco),16827333,5/12/2017 18:56,"Don't cry over the past, it's gone. Don't stress about the future, it hasn't arrived. Live in the present and make it count.",635,None,5208823,308,-0.028409091,0.21875
queen quen,1587217921,5/10/2017 0:10,Waking up from my stress induced coma to the aroma of the food that my parents don't cook https://t.co/npny2OxFHu,899,None,145259,273,-0.1,0
Carter Reynolds,363961928,5/12/2017 18:43,"Surround yourself with those who bring out the best in you, not the stress in you",946,None,2907951,5100,1,0.3
Steve Inskeep,115710058,5/9/2017 2:09,"""It shows how the President reacts under stress. It's something you never want the enemy to know. And yet it's all... https://t.co/wLNcdo6t8J",270,None,179342,1950,0,0
Raw Story,16041234,5/9/2017 3:16,Naval War College prof explains how Trump's 'stress' tweets are a roadmap for America's enemies... https://t.co/SK0wMdfAD6,216,None,139882,3049,0,0
edutopia,35415477,5/9/2017 11:32,"A happy, healthy classroom starts with a happy, healthy teacher: https://t.co/uMMIbOyuzI. #edchat https://t.co/ZZ2QWcVogD",424,edchat,920290,69983,0.65,0.75
AcneSkinSite,143014330,5/9/2017 8:45,Add 3-4 drops of lavender oil to your bath. It not only smells great but help reduce stress. Stress Free = Acne Free!!!,203,None,834201,6,0.4953125,0.8375
Joseph Rowntree Fdn.,19834221,5/9/2017 12:42,"What's the relationship between #ukpoverty, stress and mental health? https://t.co/GXBE8gzQDH... https://t.co/Mr7kO2MKTt",77,ukpoverty,143249,73738,-0.1,0.2
The Voice,216444984,5/9/2017 20:02,#VoiceResults stress us out. https://t.co/Phc3GCc4OB,88,VoiceResults,4978316,9678,0,0
Natalie Bennett,16596200,5/9/2017 12:30,Early good (if unsurprising) news from Finland's universal basic income trial #ubi. A carer freed from worry https://t.co/0mTYqHqEuT,90,ubi,138349,82452,0.2,0.25625
National Geographic,34305774,5/9/2017 0:10,These photos explore what wealth means in the 21st century--and how stress and emptiness can come from pursuing it.https://t.co/wGWLAiCnWz,154,None,261898,796,0,0
Scientific American,14647570,5/9/2017 15:43,"Tweaking the gut microbiome may hold promise for fighting stress, anxiety
https://t.co/U9bF4x85SW https://t.co/3raEGmWVGe",113,None,2700005,3877,0,0
Entrepreneur,19407053,5/9/2017 9:05,Stressed Out? 3 Ways to Weed Out Stress From the Workplace https://t.co/YqgPtXDXdQ,106,None,3029854,1442,0,0
ArunVijay,196610668,5/9/2017 6:06,"Happy B'day 2 my stress buster,lucky charm! #ArnavVijay ,Ur innocence &amp; smile hv taught me a lot.I thank God 4 bles... https://t.co/CruZci50HT",117,ArnavVijay,343612,74,0.65,0.55
Salman Khurshid,144470981,5/9/2017 17:31,Sad that sitting HC judge sent to prison for contempt of Supreme Court. Is this tip of an iceberg? Institutions under unprecedented stress?,146,None,22441,616,0.05,0.95
Fly FM,34834349,5/9/2017 13:50,YUP! Who's feeling the stress?? [?] https://t.co/4W8fnYTftZ,91,None,327781,148,0,0
DYLAN EVANS,292417849,5/9/2017 16:37,Don't stress over the irrelevant ,71,None,50995,1974,-0.5,1
Mayo Clinic,14592723,5/9/2017 16:08,"#Meditation: A simple, fast way to reduce #stress https://t.co/iH08KMl3oE https://t.co/6KpyIB3TAk",54,Meditation,1565420,1824,0.1,0.478571429
AcneSkinSite,143014330,5/18/2017 1:45,"Breakouts on your chin = hormonal stress. Make sure to drink plenty of water, get good sleep, and find time each day to unwind and relax.",828,None,834757,6,0.6,0.744444444
What The F*** Facts,352145373,5/18/2017 16:45,"The average student experiences a 70% decrease in stress, anxiety and depression during the month of June.",359,None,5855817,523,-0.15,0.4
What The F*** Facts,352145373,5/19/2017 1:53,"Music helps reduce anxiety, as well as helps the mind and body cope with stress.",317,None,5855817,523,0,0
Khalid,1852644804,5/18/2017 20:50,I'm adding a lot of extra dates on the tour but I'm not adding too many dates bc if I do I'm gonna stress myself out haha,304,None,352882,1175,0.233333333,0.3
AcneSkinSite,143014330,5/18/2017 23:45,"Less Soda
Less Dairy 
Less Sugar 
Less Stress 
Less Picking 
Less Touching 
                               Fewer BREAKOUTS!",324,None,834757,6,-0.053571429,0.128571429
What The F*** Facts,352145373,5/18/2017 2:40,Stress actually makes you fat.,446,None,5855817,523,0,0.1
Fitness & Nutrition,479809444,5/18/2017 18:10,Stress tip https://t.co/SmAKsJNvCp,266,None,2860127,86,0,0
Harvard Biz Review,14800270,5/18/2017 23:06,"Stress is caused not by other people or external events, but by your reactions to them.
https://t.co/EsieCtMv7i",207,None,4489380,195,-0.0625,0.2375
Lana Parrilla,129400817,5/17/2017 16:30,Found my favorite @GenexaHealth sleep and stress products at @cvspharmacy today! #herestoyourhealth... https://t.co/cr3jcZrVWU,365,herestoyourhealth,754254,721,0.625,1
Senator Tim Kaine,172858784,5/17/2017 14:00,"In this stress test of our American democracy, I predict the institutions will prove stronger than any individual. https://t.co/6bPdsqbcMS",461,None,545690,746,0,0.2
lauren ✄,380436513,5/19/2017 1:49,reading tweets about exam stress instantly takes me back to the dark university days,196,None,2593575,568,-0.05,0.355555556
Rachel Ballinger,468957900,5/18/2017 21:13,"Feeling stressed? SQUISH IT OUT! Watch my DIY stress ball video... Guys, they were awesome to make https://t.co/OpYmqa1Ka9",102,None,424192,4778,1,1
TV Guide,11350892,5/18/2017 20:01,#The100 finale will stress you out -- according to @LinzzMorgan https://t.co/hGb1yW4H2S https://t.co/IA5BMlDf41,120,The100,1137922,3820,0,0
loren gray,1268086088,5/17/2017 17:08,DONT STRESS you're going to do great :)) it's tough but U CAN DOOO IIITTT https://t.co/4YSXf3e4oQ,171,None,504075,2716,0.303703704,0.861111111
Paula White-Cain,27768807,5/17/2017 13:01,Don't let stress &amp; worry consume your day!! #PraiseGod #Worship your way through it!!,159,PraiseGod,519255,33366,0,0
Martin Lewis,252569527,5/12/2017 17:38,"To Drs, nurses, ambulance teams, admins and all in NHS who've had misery, stress, added workloads due to the hack. THANK YOU (RT if u agree)",6989,None,442770,500,-0.125,0.375
9GAG,16548023,5/10/2017 12:00,Stress is caused by giving a f*ck...,7404,None,9513365,10,0,0
NSPCC,38292671,5/17/2017 10:34,"If you notice your child is feeling overwhelmed with exam stress, #Chilldine has advice to help them cope:... https://t.co/DTlrQtLTBa",37,Chilldine,202890,3761,0,0
Mangel,122556667,5/17/2017 12:40,@Escironio Fidget Cube anti-stress,39,None,4401171,733,0,0
Tom Nuttall,16003760,5/17/2017 8:57,"Those beautiful, stress-free hours before America wakes up.",63,None,16666,818,0.85,1
YOURSMILE 😊,2392582350,5/17/2017 10:17,Don't stress your importance in the life of someone who doesn't see your worth.,59,None,69565,997,0.3,0.1
SalenaZito,16101182,5/17/2017 12:21,I cannot stress this enough. Theres a whole different world out there in white communities black community Hispanic... https://t.co/X39gJtV4Hc,29,None,35468,5210,0.006666667,0.386666667
Real Marsha Wright,61608747,5/17/2017 12:26,"Some people create their own storms, then get upset when it rains. -Unknown #stress #truth https://t.co/n1ycsNBd9H",29,stress,556236,422204,0.25,0.8
Doreen Virtue,74924273,5/17/2017 9:00,"Gentle stretches are one of the best ways to disperse stress hormones, and to insure that you don't hold stress in your muscle memory.",60,None,147238,0,0.6,0.55
Rick Wilson,19084896,5/17/2017 11:38,"Honestly, this level of stress is hard even for smart people. https://t.co/3zDUIGr8zT",34,None,163951,3256,0.174206349,0.69484127
What The F*** Facts,352145373,5/17/2017 2:19,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,359,None,5855817,523,0.1,0.4
The Onion,14075928,5/10/2017 19:22,Constitution Rapidly Ages Another 100 Years From Stress Of Repeated Crises https://t.co/XBZzouCBax https://t.co/UbUZHlNgXT,1136,None,9906668,16,0,0
New Scientist,19658826,5/17/2017 6:06,"""No one becomes smarter under stress.The question really is who gets dumb faster."" https://t.co/734yXWqksF https://t.co/C0gzdzbFK7",136,None,2825601,74,-0.0875,0.35
Blue Zones,19684632,5/17/2017 12:20,"Studies show that ""thinking happy thoughts"" might actually work! #downshift https://t.co/8M8pqDuvFM",17,downshift,42331,1026,0.4,0.55
Sport England,168436555,5/10/2017 11:16,Boosted brain power. Reduced stress. Improved sleep. Being active is key to good #mentalhealth. RT... https://t.co/jDtyERJy1X,358,mentalhealth,92487,1898,0.188888889,0.733333333
Keza MacDonald,65356121,5/10/2017 11:39,I wrote about how games helped me through my first few months of motherhood for the Guardian. Includes cute pics.  https://t.co/VYqaEvtRUv,274,None,32393,916,0.183333333,0.477777778
The Dodo,1604444052,5/10/2017 5:57,"These animals, trapped in 'floating ovens', hardly have space to lie down
 https://t.co/4Lf1JlkgH8 https://t.co/Pt4SZZKcs1",181,None,269500,3151,-0.215740741,0.276851852
Heads Together,7.21E+17,5/10/2017 9:00,Have your children ever felt stress during exams? Here's some tips from @Place2Be on how you can help out: https://t.co/qL17pETYRh #MHAW17,45,MHAW17,45131,515,0,0
Doreen Virtue,74924273,5/10/2017 9:00,Stress is from believing that you must do everything alone. Peace is from knowing that God is with you every step of the way.,91,None,147238,0,0,0
