"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"525","Yes I love being wide awake at 1 am to stress about life",FALSE,0,NA,2017-06-05 06:00:52,FALSE,NA,"871607736689152000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leahdragert",0,FALSE,FALSE,NA,NA,"Minneapolis, MN","en","http://pbs.twimg.com/profile_images/853601766759387136/qrafjKTp_normal.jpg"
"526","Live more, complain less.
More smiles, less stress.
Less hate, more blessed.

- David Roads #quote",FALSE,0,NA,2017-06-05 06:00:51,FALSE,NA,"871607732599746560",NA,"<a href=""http://www.tweetjukebox.com"" rel=""nofollow"">Tweet Jukebox</a>","Karoo_stories",0,FALSE,FALSE,NA,NA,"Graaff-Reinet, South Africa","en","http://pbs.twimg.com/profile_images/3174052970/dd48fbf797ce420d2f91c9d741dd9dae_normal.jpeg"
"527","@abfellows Look at her, walking away from her insertion procedure NOT having a post-stress panic attack! Check ur privilege bitch",FALSE,1,"abfellows",2017-06-05 06:00:51,FALSE,"871599216841310208","871607731806810113","66649542","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thesamspo",0,FALSE,FALSE,NA,NA,"an advanced simulation maybe","en","http://pbs.twimg.com/profile_images/854076536315686912/nPCJj-pX_normal.jpg"
"528","Don't stress over people in your past. There's a reason why they didn't make it to your future.",FALSE,2,NA,2017-06-05 06:00:50,FALSE,NA,"871607726287323136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fizadoll0043",0,FALSE,FALSE,NA,NA,"Lahore, Pakistan","en","http://pbs.twimg.com/profile_images/844892407770566656/KvLT5RGJ_normal.jpg"
"529","@GayDumbFuck No, it's because you kept it all in.

Also ""research links a lack of sleep to an increase of the stres… https://t.co/BYvKOo4aJm",FALSE,0,"GayDumbFuck",2017-06-05 06:00:45,TRUE,"871607259008290817","871607707836579841","871598984040730624","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PikceLucy",0,FALSE,FALSE,NA,NA,"Montréal, Québec, Canada.","en","http://pbs.twimg.com/profile_images/862853637202100225/-aYl_cW1_normal.jpg"
"530","Do not stress, just play
Get it: https://t.co/RQnoOZRwlU
#Android #App #RT https://t.co/1S5PSUpjTc",FALSE,0,NA,2017-06-05 06:00:44,FALSE,NA,"871607703004729344",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","jtrencsenyi",0,FALSE,FALSE,NA,NA,"Hungary","en","http://pbs.twimg.com/profile_images/378800000213595367/6926f9af73da6af31c11d3fe114f2537_normal.png"
"531","5 Keys to Break Through Stress. https://t.co/hyymhUInBU via @TonyRobbins @YouTube #motivation",FALSE,0,NA,2017-06-05 06:00:43,FALSE,NA,"871607697254297600",NA,"<a href=""http://www.tweetjukebox.com"" rel=""nofollow"">Tweet Jukebox</a>","KimberFrancisRN",0,FALSE,FALSE,NA,NA,"Rhode Island, USA","en","http://pbs.twimg.com/profile_images/838035974349340675/3VL7WC9T_normal.jpg"
"532","RT @Trussell_Dylan: Went from (: to :( u stress me too much",FALSE,0,NA,2017-06-05 06:00:42,FALSE,NA,"871607695396151296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mkaylee8_",2,TRUE,FALSE,NA,NA,"Weatherford/Mansfield, Texas","en","http://pbs.twimg.com/profile_images/868882256865226752/10lEhtRs_normal.jpg"
"533","RT @bishnoikuldeep: Spend more time with people who bring out the best in you, not the stress in you. Good morning <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",FALSE,0,NA,2017-06-05 06:00:41,FALSE,NA,"871607689977016320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jaikish82021008",174,TRUE,FALSE,NA,NA,"","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"534","@lDOLOMANTlS ive been doing it a lot lately even though i was fear to and its soooo freeing and like...takes online stress away",FALSE,2,"lDOLOMANTlS",2017-06-05 06:00:40,FALSE,"871603004545302532","871607684579168256","734984541140455425","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pIagueknight",0,FALSE,FALSE,NA,NA,"my mate @sparkleanimal","en","http://pbs.twimg.com/profile_images/866569159118925824/r1nrJ1XE_normal.jpg"
"535","I wish I knew all the shit you were going to put me through when I first met you. I would've been so happy these past years and stress free",FALSE,0,NA,2017-06-05 06:00:38,FALSE,NA,"871607677239087106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lovely_Roxy_",0,FALSE,FALSE,NA,NA,"Providence, RI","en","http://pbs.twimg.com/profile_images/855504406468538369/1apwjQUz_normal.jpg"
"536","RT @ColoringWallArt: Instant Download Coloring Page Printable Coloring Wall Art Doodle Adult Coloring Pages Zen Anti Stress Art Therapy htt…",FALSE,0,NA,2017-06-05 06:00:37,FALSE,NA,"871607671618625537",NA,"<a href=""http://charlottegeorgecolouring.com"" rel=""nofollow"">WP tweet colour</a>","charlottecolour",2,TRUE,FALSE,NA,NA,"East, England","en","http://pbs.twimg.com/profile_images/668764922369720320/uEePUr6a_normal.jpg"
"537","#Change your #life with #Access #Bars Workshop!
Having your Access Bars run can improve sleep, reduce #stress,... https://t.co/rqUTgQfK2U",FALSE,0,NA,2017-06-05 06:00:36,FALSE,NA,"871607668133289989",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","snehashanti",0,FALSE,FALSE,NA,NA,"Mumbai, India ","en","http://pbs.twimg.com/profile_images/843454660463775746/NsQ3-EQt_normal.jpg"
"538","RT @takipsilim_2017: CASE 5: Post Traumatic Stress Disorder

EMAIL US at takipsilimexhibit@gmail.com

FIND THIS OUT @ Nova Gallery, June 23…",FALSE,0,NA,2017-06-05 06:00:33,FALSE,NA,"871607656565186560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lee_chaofan",1,TRUE,FALSE,NA,NA,"Manila / Subspace","en","http://pbs.twimg.com/profile_images/860696368360312834/jBdy9wlo_normal.jpg"
"539","#Don't stress... #Quote #Amazing #Inspiration #Life #Family &amp; #Success https://t.co/YJRMyrxDhu",FALSE,0,NA,2017-06-05 06:00:32,FALSE,NA,"871607652266147841",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","EastmanHouse",0,FALSE,FALSE,NA,NA,"North Brunswick, NJ","en","http://pbs.twimg.com/profile_images/663811683568230400/JgAos6up_normal.jpg"
"540","RT @downforhes: okay i just wanna take a second to really talk about how much alex means to me because i feel like i can never stress it en…",FALSE,0,NA,2017-06-05 06:00:31,FALSE,NA,"871607646645649408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colorshfk",1,TRUE,FALSE,NA,NA,"nicole","en","http://pbs.twimg.com/profile_images/870885413224759296/PFTXpo7f_normal.jpg"
"541","Locked Out in #Bredbury or #Romiley? Dont Stress, call me now and I'll be with you in 20 minutes - 07706 018 375 https://t.co/BgR0IyQpnE",FALSE,0,NA,2017-06-05 06:00:28,FALSE,NA,"871607633903583232",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","tameside_locks",0,FALSE,FALSE,NA,NA,"Manchester, England","en","http://pbs.twimg.com/profile_images/792023490320822272/AXPkQqZZ_normal.jpg"
"542","What's the reason for this stress, I just hope God preps me for this test.",FALSE,0,NA,2017-06-05 06:00:26,FALSE,NA,"871607627775475712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gus_Quintanar",0,FALSE,FALSE,NA,NA,"CA","en","http://pbs.twimg.com/profile_images/795181391197548544/Y_HgAYOy_normal.jpg"
"543","Clinique Fresh Pressed: THE (STRESS) TEST  https://t.co/mia97XOnMS",FALSE,0,NA,2017-06-05 06:00:26,FALSE,NA,"871607627536449536",NA,"<a href=""http://www.squarespace.com"" rel=""nofollow"">Squarespace</a>","beautique__blog",0,FALSE,FALSE,"-74.0007613","40.7207559","Lugano, Switzerland","en","http://pbs.twimg.com/profile_images/799346323573116928/zYzkNogW_normal.jpg"
"544","@unastrike Any GB fan can tell you’ve been working your ass off lately. It’s appreciated, but try not to stress ove… https://t.co/8LyPFfmOd9",FALSE,0,"unastrike",2017-06-05 06:00:26,TRUE,"870901089666605057","871607625506590720","14478430","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","NickSchuette",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/745005797365653504/0gLXFCgX_normal.jpg"
"545","I'm going to die in five years from stress",FALSE,0,NA,2017-06-05 06:00:24,FALSE,NA,"871607619772985344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeremiahJames69",0,FALSE,FALSE,NA,NA,"Erie PA","en","http://pbs.twimg.com/profile_images/866834454911885312/riqDw7Wy_normal.jpg"
"546","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:22,FALSE,NA,"871607610914504705",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sexuaItouch",238,TRUE,FALSE,NA,NA,"turn notifications [ON]","en","http://pbs.twimg.com/profile_images/799624391072026624/RllZR8tS_normal.jpg"
"547","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:21,FALSE,NA,"871607605633921024",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","brysontillre",238,TRUE,FALSE,NA,NA,"*parody*","en","http://pbs.twimg.com/profile_images/837011794430418944/ADde2U9C_normal.jpg"
"548","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:20,FALSE,NA,"871607602995744769",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wreckedboo",238,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/868959324227424257/gi0Gb5yM_normal.jpg"
"549","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:20,FALSE,NA,"871607601087344640",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Unimagined_Mind",238,TRUE,FALSE,NA,NA,"N o t i f i c a t i o n s: O N","en","http://pbs.twimg.com/profile_images/814717385890549760/7tRtyiKo_normal.jpg"
"550","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:19,FALSE,NA,"871607595223715840",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","sixvibes",238,TRUE,FALSE,NA,NA,"Paradise","en","http://pbs.twimg.com/profile_images/698338857759207424/e5ynwr9U_normal.jpg"
"551","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:18,FALSE,NA,"871607592623198208",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","rainyfeeI",238,TRUE,FALSE,NA,NA,"we do not own content","en","http://pbs.twimg.com/profile_images/859397495536971777/evxzFZ2c_normal.jpg"
"552","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:18,FALSE,NA,"871607591230742528",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ordeaI",238,TRUE,FALSE,NA,NA,"we do not own content","en","http://pbs.twimg.com/profile_images/805882191448276996/3sGKrNfu_normal.jpg"
"553","RT @RelatesAll: Stress level: senior year Troy Bolton https://t.co/NUxEVALKHR",FALSE,0,NA,2017-06-05 06:00:16,FALSE,NA,"871607585513799681",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","unevolving",238,TRUE,FALSE,NA,NA,"ATL","en","http://pbs.twimg.com/profile_images/830847841346134016/B3BLyXiO_normal.jpg"
"554","Live more, complain less.
More smiles, less stress.
Less hate, more blessed.

- David Roads #quote",FALSE,0,NA,2017-06-05 06:00:14,FALSE,NA,"871607578186403840",NA,"<a href=""http://www.tweetjukebox.com"" rel=""nofollow"">Tweet Jukebox</a>","marp415",0,FALSE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/594962538980245504/Blw_jO5e_normal.jpg"
"555","RT @FaZe_Rain: Why do we stress about our futures when we're the ones creating it. How about we just create that amazing life we want for o…",FALSE,0,NA,2017-06-05 06:00:12,FALSE,NA,"871607567671316481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_devonstewart_",3146,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/856690924159737857/cEkHdPEZ_normal.jpg"
"556","RT @idillionaire: Flowing and allowing. Can't stress anything these days. Everything is meant to happen for a reason. Just keep going.",FALSE,0,NA,2017-06-05 06:00:12,FALSE,NA,"871607566962278400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fahina26",124,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/871398506354716672/bPloEQzV_normal.jpg"
"557","RT @TheMotivator5: self reminder: you’re still young and you’re not supposed to have your whole life figured out yet. don’t stress. everyth…",FALSE,0,NA,2017-06-05 06:00:11,FALSE,NA,"871607564118749184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","forever_lanijah",39,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/856675930403729408/vvO1MAEk_normal.jpg"
