username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Aidan Alexander,32676327,5/29/17 20:38,"my anxiety: hey me againme: https://t.co/43UgaPQyHi",590,None,218575,560,0,0
Chris Brewington,67377408,5/24/17 23:42,How do I delete anxiety?,725,None,571567,83045,0,0
UberFacts,95023423,5/24/17 14:17,Eating bananas is a natural cure to reduce the effects of stress and anxiety.,514,None,13480365,1,0.1,0.4
UberFacts,95023423,5/24/17 0:47,Math anxiety is real. https://t.co/HbmzAvKNkH,503,None,13480365,1,0.2,0.3
VisionaryMusicGroup,1855454736,5/24/17 17:55,We will accept our anxiety and strive for the betterment of ourselves. #Everybody,447,Everybody,81425,10,0,0
Harriette Harper,543753904,5/23/17 21:13,The threat has been raised to critical my anxiety is through the roof ,76,None,50188,1082,0,0.8
NSPCC,38292671,5/23/17 19:03,"If your child is feeling upset or anxious following the attack in Manchester, #Childline can provide support:... https://t.co/jgjWNJDyDQ",137,Childline,203448,3759,-0.125,0.55
NSPCC,38292671,5/24/17 10:03,Is your child feeling concerned following the #ManchesterAttack? Let them know #Childline is here... https://t.co/25BMhAHy4Y,114,ManchesterAttack,203448,3759,0,0.1
Alice,2786901137,5/23/17 19:16,Not going to name and shame but this kind of foodie propaganda is what causes SO much food related anxiety. Food is... https://t.co/3r4GpUJpoK,85,None,36771,1130,0.175,0.4
G,583280017,5/24/17 4:45,i wish i could understand why people are given anxiety &amp; depression &amp; literal mental cement blocks that have built a wall between them &amp; -,91,None,296505,5234,-0.1,0.2
Austin,348056057,5/24/17 16:12,Anxiety loves harassing,147,None,1126060,604,0,0
WebMD,25928253,5/23/17 20:28,Social anxiety disorder isn't simple shyness - it can make healthy relationships almost impossible. What to know:... https://t.co/q4BbOkO8qK,56,None,2122356,392,-0.033333333,0.480952381
Daily Kos,20818801,5/23/17 18:16,"Amid white racial anxiety in the suburbs, police let blacks know that they are not welcome https://t.co/lKvmcSzznF",41,None,260232,45,-0.2,0.45
What The F*** Facts,352145373,5/24/17 15:55,It is estimated that 8% of the adolescent population has an anxiety disorder.,61,None,5863167,523,0,0
Rhiannon L Cosslett,2829911636,5/24/17 9:49,A short thread for people with anxiety/PTSD who might be struggling in light of the recent terrorist attack...,60,None,11393,2576,0.133333333,0.416666667
rajiv dhall,84904125,5/23/17 19:37,Yo a hard workout really helps my depression and anxiety man damn I feel GOOD RIGHT NOW probz medz too but THAT WORKOUT THO ,41,None,120024,147,0.223511905,0.469345238
Nokulinda Mkhize,168580229,5/24/17 18:15,"This koala has anxiety and struggles to socialise and try new things. His friends are patient, present&amp; supportive.... https://t.co/1my3yZYa97",21,None,15244,671,0.318181818,0.727272727
